<PathArray>
start,12,4,85.2,279.6,131459,233,end,
start,12,5,195.65,195.6,131493,234,end,
start,12,6,372.1,175.2,131542,235,end,
start,12,7,639.8,214.8,131575,236,end,
start,12,8,819.85,291.6,131626,237,end,
start,12,9,921.85,390,131659,238,end,
start,12,10,906.25,421.2,131709,239,end,
start,12,11,779.05,500.4,131742,240,end,
start,12,12,606.2,540,131792,241,end,
start,12,13,391.3,528,131825,242,end,
start,13,0,277.3,464.4,131876,243,end,
start,13,1,283.3,340.8,131910,244,end,
start,13,2,385.3,276,131960,245,end,
start,13,3,674.6,259.2,131992,246,end,
start,13,4,839.05,297.6,132042,247,end,
start,13,5,975.9,402,132075,248,end,
start,13,6,941.1,457.2,132125,249,end,
start,13,7,641,534,132159,250,end,
start,13,8,406.9,530.4,132209,251,end,
start,14,0,106.85,477.6,132243,252,end,
start,14,1,85.2,424.8,132292,253,end,
start,14,2,397.3,325.2,132325,254,end,
start,14,3,812.65,333.6,132375,255,end,
start,14,4,1244.75,374.4,132409,256,end,
start,14,5,1349.2,426,132459,257,end,
start,14,6,1151.15,559.2,132492,258,end,
start,14,7,860.65,615.6,132542,259,end,
start,14,8,289.3,637.2,132575,260,end,
start,14,9,66,586.8,132625,261,end,
start,15,0,230.45,468,132665,262,end,
start,15,1,538.95,408,132709,263,end,
start,15,2,1070.7,397.2,132742,264,end,
start,15,3,1326.4,409.2,132792,265,end,
start,15,4,1309.6,440.4,132825,266,end,
start,15,5,1130.75,546,132875,267,end,
start,15,6,744.2,652.8,132909,268,end,
start,15,7,412.9,664.8,132959,269,end,
start,15,8,133.25,555.6,132993,270,end,
start,16,0,138.05,499.2,133043,271,end,
start,16,1,225.65,468,133075,272,end,
start,16,2,230.45,451.2,133125,273,end,
start,16,3,253.25,390,133542,274,end,
start,16,4,345.7,276,133575,275,end,
start,16,5,440.55,229.2,133625,276,end,
start,16,6,549.75,207.6,133659,277,end,
start,16,7,618.2,208.8,133709,278,end,
start,16,8,707,211.2,133742,279,end,
start,16,9,783.85,216,133792,280,end,
start,16,10,865.45,224.4,133826,281,end,
start,16,11,900.25,225.6,133875,282,end,
start,16,12,929.05,234,133909,283,end,
start,16,13,947.1,246,133959,284,end,
start,16,14,965.1,262.8,133992,285,end,
start,16,15,977.1,280.8,134075,286,end,
start,16,16,981.9,300,134125,287,end,
start,16,17,981.9,319.2,134209,288,end,
start,16,18,975.9,336,134292,289,end,
start,16,19,963.9,364.8,134325,290,end,
start,16,20,955.5,380.4,134375,291,end,
start,16,21,935.05,404.4,134409,292,end,
start,16,22,901.45,436.8,134459,293,end,
start,16,23,884.65,447.6,134542,294,end,
start,16,24,848.65,464.4,134575,295,end,
start,16,25,813.85,475.2,134625,296,end,
start,16,26,733.4,493.2,134659,297,end,
start,16,27,673.4,499.2,134709,298,end,
start,16,28,630.2,499.2,134742,299,end,
start,16,29,596.55,499.2,134792,300,end,
start,17,0,561.75,493.2,134827,301,end,
start,17,1,532.95,482.4,134875,302,end,
start,17,2,442.95,421.2,134909,303,end,
start,17,3,396.1,385.2,134959,304,end,
start,17,4,382.9,369.6,134992,305,end,
start,17,5,382.9,346.8,135042,306,end,
start,17,6,388.9,328.8,135125,307,end,
start,17,7,403.3,303.6,135159,308,end,
start,17,8,420.1,286.8,135209,309,end,
start,17,9,445.35,270,135242,310,end,
start,17,10,472.95,261.6,135293,311,end,
start,17,11,516.15,253.2,135325,312,end,
start,17,12,546.15,250.8,135375,313,end,
start,17,13,641,249.6,135409,314,end,
start,17,14,669.8,249.6,135459,315,end,
start,17,15,707,250.8,135492,316,end,
start,17,16,721.4,253.2,135542,317,end,
start,17,17,755,260.4,135575,318,end,
start,17,18,780.25,268.8,135625,319,end,
start,17,19,861.85,298.8,135659,320,end,
start,17,20,881.05,306,135709,321,end,
start,17,21,895.45,315.6,135742,322,end,
start,17,22,901.45,334.8,135793,323,end,
start,17,23,906.25,349.2,135875,324,end,
start,17,24,905.05,373.2,135909,325,end,
start,17,25,888.25,405.6,135992,326,end,
start,17,26,870.25,423.6,136042,327,end,
start,17,27,841.45,441.6,136075,328,end,
start,17,28,815.05,452.4,136125,329,end,
start,17,29,771.85,462,136159,330,end,
start,17,30,745.4,464.4,136209,331,end,
start,17,31,709.4,469.2,136242,332,end,
start,17,32,681.8,468,136292,333,end,
start,17,33,648.2,465.6,136325,334,end,
start,17,34,618.2,462,136375,335,end,
start,18,0,579.75,454.8,136413,336,end,
start,18,1,558.15,448.8,136459,337,end,
start,18,2,525.75,435.6,136493,338,end,
start,18,3,508.95,428.4,136542,339,end,
start,18,4,486.15,416.4,136575,340,end,
start,18,5,474.15,402,136626,341,end,
start,18,6,478.95,357.6,136709,342,end,
start,18,7,507.75,304.8,136792,343,end,
start,18,8,554.55,260.4,136825,344,end,
start,18,9,597.8,235.2,136875,345,end,
start,18,10,663.8,211.2,136909,346,end,
start,18,11,714.2,199.2,136959,347,end,
start,18,12,794.65,193.2,136993,348,end,
start,18,13,827.05,193.2,137043,349,end,
start,18,14,891.85,198,137075,350,end,
start,18,15,969.9,206.4,137125,351,end,
start,18,16,1111.55,231.6,137159,352,end,
start,18,17,1178.75,256.8,137211,353,end,
start,18,18,1239.95,288,137242,354,end,
start,18,19,1261.55,303.6,137292,355,end,
start,18,20,1275.95,319.2,137325,356,end,
start,18,21,1284.4,340.8,137375,357,end,
start,18,22,1289.2,369.6,137409,358,end,
start,18,23,1285.6,391.2,137459,359,end,
start,18,24,1262.75,408,137543,360,end,
start,18,25,1247.15,418.8,137625,361,end,
start,18,26,1218.35,439.2,137659,362,end,
start,18,27,1200.35,450,137710,363,end
<SaveArray>
<End>
